"","id","region_2017"
"2331",1586,"Кировская область"
"2332",1587,"Нижегородская область"
"2333",1588,"Тюменская область"
"2334",1589,"Красноярский край"
"2335",159,"г.Москва"
"2336",1590,"г.Санкт-Петербург"
"2337",1591,"Челябинская область"
"2338",1593,"г.Москва"
"2339",1594,"Воронежская область"
"2340",1595,"г.Москва"
"2341",1596,"Иркутская область"
"2342",1597,"Волгоградская область"
"2343",1599,"Омская область"
"2344",16,"Белгородская область"
"2345",160,"г.Москва"
"2346",1601,"Калининградская область"
"2347",1602,"Мурманская область"
"2348",1603,"Самарская область"
"2349",1606,"Ставропольский край"
"2350",1607,"Свердловская область"
"2351",1608,"Кемеровская область"
"2352",1609,"Ивановская область"
"2353",161,"г.Москва"
"2354",1610,"г.Москва"
"2355",1612,"Алтайский край"
"2356",1616,"г.Санкт-Петербург"
"2357",1618,"Томская область"
"2358",1619,"Новосибирская область"
"2359",162,"г.Москва"
"2360",1621,"Тверская область"
"2361",1622,"Забайкальский край"
"2362",1624,"Оренбургская область"
"2363",1626,"Хабаровский край"
"2364",163,"Мурманская область"
"2365",1631,"Костромская область"
"2366",1632,"Пензенская область"
"2367",1633,NA
"2368",1634,"Курганская область"
"2369",1635,"Орловская область"
"2370",1636,"Республика Северная Осетия-Алания"
"2371",1637,NA
"2372",1638,"Омская область"
"2373",1639,"г.Москва"
"2374",164,"Республика Татарстан"
"2375",1640,"г.Москва"
"2376",1641,"Красноярский край"
"2377",1642,"Ставропольский край"
"2378",1643,"Ульяновская область"
"2379",1644,"г.Москва"
"2380",1645,"г.Москва"
"2381",1646,"Республика Татарстан"
"2382",1647,"г.Москва"
"2383",1648,"г.Санкт-Петербург"
"2384",1649,"Новосибирская область"
"2385",165,"г.Москва"
"2386",1650,"Воронежская область"
"2387",1651,"г.Москва"
"2388",1652,"Нижегородская область"
"2389",1653,"Воронежская область"
"2390",1654,"г.Москва"
"2391",1655,"Астраханская область"
"2392",1656,"Республика Карелия"
"2393",1657,"Ярославская область"
"2394",1658,"Кабардино-Балкарская Республика"
"2395",1659,"г.Москва"
"2396",166,"Нижегородская область"
"2397",1660,"Псковская область"
"2398",1661,"Саратовская область"
"2399",1662,"Рязанская область"
"2400",1663,"Краснодарский край"
"2401",1664,"Пермский край"
"2402",1665,"Республика Дагестан"
"2403",1666,"Кемеровская область"
"2404",1667,NA
"2405",1668,"г.Москва"
"2406",1669,"Ярославская область"
"2407",167,"Нижегородская область"
"2408",1670,"Республика Татарстан"
"2409",1671,"Ростовская область"
"2410",1672,"Вологодская область"
"2411",1673,"Кемеровская область"
"2412",1674,"Курская область"
"2413",1675,"Белгородская область"
"2414",1676,"Свердловская область"
"2415",1677,"Ивановская область"
"2416",1678,"Ростовская область"
"2417",1679,"Свердловская область"
"2418",168,"Нижегородская область"
"2419",1680,"Тюменская область"
"2420",1681,"Кировская область"
"2421",1682,"Алтайский край"
"2422",1683,"Удмуртская Республика"
"2423",1685,"Самарская область"
"2424",1686,"Республика Бурятия"
"2425",1687,"Челябинская область"
"2426",1688,"Алтайский край"
"2427",1689,"Чувашская Республика"
"2428",169,"Нижегородская область"
"2429",1690,"Иркутская область"
"2430",1691,"Хабаровский край"
"2431",1693,"Республика Саха (Якутия)"
"2432",1694,"Московская область"
"2433",1695,"Приморский край"
"2434",1696,"Самарская область"
"2435",1697,"Волгоградская область"
"2436",1698,"Республика Татарстан"
"2437",1699,NA
"2438",17,"Белгородская область"
"2439",170,"Нижегородская область"
"2440",1700,"Новосибирская область"
"2441",1701,"Республика Башкортостан"
"2442",1702,"Оренбургская область"
"2443",1703,"Республика Башкортостан"
"2444",1704,"Хабаровский край"
"2445",1705,"Нижегородская область"
"2446",1706,"Московская область"
"2447",1707,"г.Санкт-Петербург"
"2448",1709,"Приморский край"
"2449",1710,"Тверская область"
"2450",1711,"Саратовская область"
"2451",1712,"Кабардино-Балкарская Республика"
"2452",1713,"Тюменская область"
"2453",1714,"г.Санкт-Петербург"
"2454",1715,"Новосибирская область"
"2455",1716,"г.Москва"
"2456",1717,"г.Москва"
"2457",1718,"Астраханская область"
"2458",1719,"Новосибирская область"
"2459",172,NA
"2460",1720,"г.Санкт-Петербург"
"2461",1722,"г.Санкт-Петербург"
"2462",1723,"г.Москва"
"2463",1724,"Свердловская область"
"2464",1725,"г.Москва"
"2465",1727,"г.Санкт-Петербург"
"2466",1728,"Краснодарский край"
"2467",1729,"г.Москва"
"2468",173,"Новгородская область"
"2469",1730,"Саратовская область"
"2470",1731,"Республика Башкортостан"
"2471",1734,"г.Санкт-Петербург"
"2472",1735,"г.Санкт-Петербург"
"2473",1736,"Тамбовская область"
"2474",1737,"Республика Бурятия"
"2475",1738,"г.Санкт-Петербург"
"2476",1739,"г.Москва"
"2477",174,"Новосибирская область"
"2478",1741,"Псковская область"
"2479",1742,"Республика Саха (Якутия)"
"2480",1743,"Московская область"
"2481",1745,"Орловская область"
"2482",1747,"Краснодарский край"
"2483",1748,"Республика Татарстан"
"2484",1749,"Смоленская область"
"2485",175,"Новосибирская область"
"2486",1750,"Камчатский край"
"2487",1751,"Амурская область"
"2488",1752,"Челябинская область"
"2489",1753,"Волгоградская область"
"2490",1754,NA
"2491",1755,"г.Санкт-Петербург"
"2492",1756,"Приморский край"
"2493",1757,"Иркутская область"
"2494",1758,"г.Москва"
"2495",1759,"Свердловская область"
"2496",176,"Новосибирская область"
"2497",1760,"Ульяновская область"
"2498",1761,"Омская область"
"2499",1762,"Воронежская область"
"2500",1763,"Новосибирская область"
"2501",1764,"Республика Татарстан"
"2502",1765,"Рязанская область"
"2503",1766,"г.Москва"
"2504",1767,"г.Москва"
"2505",1768,"Краснодарский край"
"2506",1769,NA
"2507",177,"Новосибирская область"
"2508",1770,NA
"2509",1771,"г.Санкт-Петербург"
"2510",1772,"Брянская область"
"2511",1773,NA
"2512",1774,"Челябинская область"
"2513",1775,"Пермский край"
"2514",1776,"Пермский край"
"2515",1777,NA
"2516",1778,"Нижегородская область"
"2517",1779,"Хабаровский край"
"2518",178,"Новосибирская область"
"2519",1780,"Красноярский край"
"2520",1781,"г.Москва"
"2521",1782,"Краснодарский край"
"2522",1783,"г.Москва"
"2523",1784,"Ханты-Мансийский автономный округ"
"2524",1785,"г.Санкт-Петербург"
"2525",1786,"Курская область"
"2526",1787,"г.Москва"
"2527",1788,"г.Москва"
"2528",1789,"г.Санкт-Петербург"
"2529",179,"Новосибирская область"
"2530",1790,"Смоленская область"
"2531",1791,"г.Москва"
"2532",1792,"г.Москва"
"2533",1793,"Красноярский край"
"2534",1794,"Ростовская область"
"2535",1795,"Республика Саха (Якутия)"
"2536",1796,"Пермский край"
"2537",1798,"г.Москва"
"2538",1799,NA
"2539",180,"Красноярский край"
"2540",1800,"Приморский край"
"2541",1801,NA
"2542",1802,NA
"2543",1803,NA
"2544",1804,"Смоленская область"
"2545",1806,"г.Москва"
"2546",1807,"г.Москва"
"2547",1808,NA
"2548",1809,"Липецкая область"
"2549",181,NA
"2550",1810,"г.Москва"
"2551",1811,"Камчатский край"
"2552",1812,"г.Санкт-Петербург"
"2553",1813,"Нижегородская область"
"2554",1814,NA
"2555",1816,NA
"2556",1817,"Краснодарский край"
"2557",1818,"Тверская область"
"2558",1819,"Самарская область"
"2559",182,"Омская область"
"2560",1820,NA
"2561",1821,NA
"2562",1822,"г.Санкт-Петербург"
"2563",1823,"г.Москва"
"2564",1824,"г.Санкт-Петербург"
"2565",1825,NA
"2566",1826,"Республика Дагестан"
"2567",1827,"Московская область"
"2568",1828,NA
"2569",1829,NA
"2570",183,"Омская область"
"2571",1830,NA
"2572",1831,"г.Москва"
"2573",1832,"Тверская область"
"2574",1833,"Рязанская область"
"2575",1834,"г.Москва"
"2576",1835,"г.Москва"
"2577",1836,NA
"2578",1837,"г.Москва"
"2579",1838,"Челябинская область"
"2580",1839,NA
"2581",184,"Омская область"
"2582",1840,"г.Москва"
"2583",1841,NA
"2584",1842,"Брянская область"
"2585",1843,NA
"2586",1844,NA
"2587",1845,"Московская область"
"2588",1846,"г.Москва"
"2589",1847,"Белгородская область"
"2590",1848,"Республика Татарстан"
"2591",1849,"Республика Башкортостан"
"2592",185,NA
"2593",1850,"г.Санкт-Петербург"
"2594",1851,"Курская область"
"2595",1852,"Краснодарский край"
"2596",1853,"Самарская область"
"2597",1854,"Томская область"
"2598",1855,"Краснодарский край"
"2599",1856,NA
"2600",1857,NA
"2601",1858,NA
"2602",1859,"Ростовская область"
"2603",186,"Оренбургская область"
"2604",1860,"г.Москва"
"2605",1861,"Московская область"
"2606",1862,NA
"2607",1863,"Липецкая область"
"2608",1864,NA
"2609",1865,NA
"2610",1866,"г.Москва"
"2611",1867,"Воронежская область"
"2612",1868,"г.Москва"
"2613",1869,"г.Санкт-Петербург"
"2614",187,"Оренбургская область"
"2615",1870,"Смоленская область"
"2616",1871,"Республика Ингушетия"
"2617",1872,"Омская область"
"2618",1873,"Рязанская область"
"2619",1874,NA
"2620",1875,NA
"2621",1876,"Воронежская область"
"2622",1877,"Республика Татарстан"
"2623",1878,NA
"2624",1879,NA
"2625",1880,"г.Москва"
"2626",1881,"г.Москва"
"2627",1882,"г.Москва"
"2628",1883,"Удмуртская Республика"
"2629",1885,"Московская область"
"2630",1886,"Челябинская область"
"2631",1887,"Республика Дагестан"
"2632",1888,"Ярославская область"
"2633",1889,NA
"2634",189,"Орловская область"
"2635",1890,"Ставропольский край"
"2636",1891,"Архангельская область"
"2637",1892,"Калужская область"
"2638",1893,"Самарская область"
"2639",1894,NA
"2640",1895,NA
"2641",1896,"г.Москва"
"2642",1897,NA
"2643",1898,"Смоленская область"
"2644",19,"Алтайский край"
"2645",190,NA
"2646",1900,NA
"2647",1901,"Республика Татарстан"
"2648",1902,"Новосибирская область"
"2649",1903,"Самарская область"
"2650",1904,"Республика Дагестан"
"2651",1905,"Ставропольский край"
"2652",1906,NA
"2653",1907,"г.Санкт-Петербург"
"2654",1908,NA
"2655",1909,"г.Москва"
"2656",191,"Орловская область"
"2657",1910,NA
"2658",1911,NA
"2659",1912,"Кировская область"
"2660",1913,"Свердловская область"
"2661",1915,NA
"2662",1916,"Новосибирская область"
"2663",1917,"г.Москва"
"2664",1918,"Курская область"
"2665",1919,"Самарская область"
"2666",192,"Пензенская область"
"2667",1921,NA
"2668",1922,NA
"2669",1923,"Иркутская область"
"2670",1924,"Омская область"
"2671",1925,"Ставропольский край"
"2672",1926,"Московская область"
"2673",1927,NA
"2674",1928,"Самарская область"
"2675",1930,NA
"2676",1932,"Ростовская область"
"2677",1933,"г.Санкт-Петербург"
"2678",1934,"Краснодарский край"
"2679",1935,"Ставропольский край"
"2680",1937,NA
"2681",1938,"г.Москва"
"2682",194,"Пензенская область"
"2683",1940,NA
"2684",1941,NA
"2685",1942,NA
"2686",1943,"г.Москва"
"2687",1944,"г.Москва"
"2688",1945,NA
"2689",1946,"г.Москва"
"2690",1947,"Нижегородская область"
"2691",1948,"Краснодарский край"
"2692",1949,NA
"2693",195,"Пензенская область"
"2694",1950,NA
"2695",1951,NA
"2696",1952,"г.Москва"
"2697",1953,"Самарская область"
"2698",1954,"г.Санкт-Петербург"
"2699",1955,"г.Москва"
"2700",1956,NA
"2701",1957,NA
"2702",1958,"Омская область"
"2703",1959,"г.Санкт-Петербург"
"2704",196,"Пермский край"
"2705",1960,"г.Москва"
"2706",1961,"г.Москва"
"2707",1962,"Новосибирская область"
"2708",1963,"г.Москва"
"2709",1964,"г.Москва"
"2710",1965,NA
"2711",1966,NA
"2712",1967,"г.Москва"
"2713",1968,"Омская область"
"2714",1969,NA
"2715",197,"Пермский край"
"2716",1970,"г.Москва"
"2717",1971,"Ростовская область"
"2718",1972,NA
"2719",1973,"г.Москва"
"2720",1974,"Свердловская область"
"2721",1975,"Тульская область"
"2722",1976,"Московская область"
"2723",1977,"г.Санкт-Петербург"
"2724",1978,NA
"2725",1979,"Сахалинская область"
"2726",198,"Пермский край"
"2727",1981,NA
"2728",1982,"г.Москва"
"2729",1983,"г.Санкт-Петербург"
"2730",1984,NA
"2731",1985,NA
"2732",1986,"Московская область"
"2733",1987,NA
"2734",1988,"Республика Северная Осетия-Алания"
"2735",199,"Республика Карелия"
"2736",1990,"г.Санкт-Петербург"
"2737",1991,"Иркутская область"
"2738",1992,NA
"2739",1994,"Тульская область"
"2740",1995,"г.Москва"
"2741",1996,"Воронежская область"
"2742",1997,NA
"2743",1998,"Московская область"
"2744",1999,NA
"2745",2,"Алтайский край"
"2746",2000,"Ставропольский край"
"2747",2001,NA
"2748",2002,"г.Санкт-Петербург"
"2749",2003,NA
"2750",2004,"Алтайский край"
"2751",2005,"Пермский край"
"2752",2007,"Новосибирская область"
"2753",2008,"Волгоградская область"
"2754",2009,"Краснодарский край"
"2755",201,"Самарская область"
"2756",2010,NA
"2757",2011,NA
"2758",2012,"г.Москва"
"2759",2015,NA
"2760",2016,NA
"2761",2017,"Тульская область"
"2762",2018,"г.Санкт-Петербург"
"2763",2019,NA
"2764",202,"Самарская область"
"2765",2021,NA
"2766",2022,NA
"2767",2023,NA
"2768",2024,NA
"2769",2025,"Новосибирская область"
"2770",2026,"Республика Дагестан"
"2771",2027,"г.Москва"
"2772",2028,"г.Москва"
"2773",2029,NA
"2774",2030,NA
"2775",2032,NA
"2776",2033,NA
"2777",2034,"Московская область"
"2778",2035,"Красноярский край"
"2779",2036,"Московская область"
"2780",2039,NA
"2781",2040,"Республика Татарстан"
"2782",2041,"Челябинская область"
"2783",2042,"г.Санкт-Петербург"
"2784",2043,"г.Санкт-Петербург"
"2785",2044,NA
"2786",2045,NA
"2787",2046,"г.Москва"
"2788",2047,"г.Москва"
"2789",2048,"Московская область"
"2790",2049,NA
"2791",2050,NA
"2792",2051,NA
"2793",2052,NA
"2794",2053,"г.Москва"
"2795",2054,NA
"2796",2055,NA
"2797",2056,NA
"2798",2057,NA
"2799",2059,NA
"2800",206,"Московская область"
"2801",2060,"Республика Марий Эл"
"2802",2062,NA
"2803",2063,"г.Санкт-Петербург"
"2804",2064,"Калининградская область"
"2805",2065,"г.Санкт-Петербург"
"2806",2066,"Владимирская область"
"2807",2067,"Свердловская область"
"2808",2068,NA
"2809",2069,NA
"2810",207,"Ставропольский край"
"2811",2070,"Ростовская область"
"2812",2071,"Курская область"
"2813",2072,"Калужская область"
"2814",2073,NA
"2815",2074,NA
"2816",2075,NA
"2817",2076,NA
"2818",2077,NA
"2819",2078,"г.Москва"
"2820",2079,"г.Санкт-Петербург"
"2821",2080,NA
"2822",2081,"Краснодарский край"
"2823",2082,"Архангельская область"
"2824",2083,NA
"2825",2084,"г.Москва"
"2826",2085,"г.Москва"
"2827",2086,NA
"2828",2087,NA
"2829",2088,NA
"2830",2089,"г.Москва"
"2831",209,"г.Москва"
"2832",2090,NA
"2833",2091,NA
"2834",2092,"Хабаровский край"
"2835",2093,NA
"2836",2094,"Республика Дагестан"
"2837",2095,NA
"2838",2096,"г.Москва"
"2839",2097,NA
"2840",2098,NA
"2841",2099,NA
"2842",21,"Амурская область"
"2843",210,"г.Москва"
"2844",2100,NA
"2845",2101,NA
"2846",2102,NA
"2847",211,"г.Санкт-Петербург"
"2848",212,"г.Москва"
"2849",213,"г.Санкт-Петербург"
"2850",214,"Свердловская область"
"2851",215,"г.Москва"
"2852",2151,"г.Москва"
"2853",2155,NA
"2854",216,NA
"2855",217,"Калининградская область"
"2856",218,NA
"2857",2183,"г.Москва"
"2858",2184,NA
"2859",2189,NA
"2860",219,"г.Москва"
"2861",2197,"г.Москва"
"2862",2198,"Ивановская область"
"2863",22,NA
"2864",220,"Московская область"
"2865",222,"г.Москва"
"2866",223,"г.Москва"
"2867",227,NA
"2868",228,"Ростовская область"
"2869",229,"Ярославская область"
"2870",23,"Иркутская область"
"2871",230,"Рязанская область"
"2872",231,"Рязанская область"
"2873",232,"г.Санкт-Петербург"
"2874",233,"г.Санкт-Петербург"
"2875",234,"г.Санкт-Петербург"
"2876",236,"г.Санкт-Петербург"
"2877",237,"г.Санкт-Петербург"
"2878",239,"г.Санкт-Петербург"
"2879",24,"Брянская область"
"2880",240,"г.Санкт-Петербург"
"2881",241,NA
"2882",242,"г.Санкт-Петербург"
"2883",243,"г.Санкт-Петербург"
"2884",245,"г.Санкт-Петербург"
"2885",247,"г.Санкт-Петербург"
"2886",249,NA
"2887",25,"Брянская область"
"2888",250,NA
"2889",251,"Самарская область"
"2890",252,"Самарская область"
"2891",253,NA
"2892",254,"Самарская область"
"2893",255,"Саратовская область"
"2894",256,NA
"2895",257,"Саратовская область"
"2896",258,"Саратовская область"
"2897",26,"Брянская область"
"2898",260,"Сахалинская область"
"2899",261,"Магаданская область"
"2900",265,"Республика Северная Осетия-Алания"
"2901",266,"Ставропольский край"
"2902",267,"Республика Северная Осетия-Алания"
"2903",269,"Омская область"
"2904",27,"Республика Бурятия"
"2905",270,"Новосибирская область"
"2906",271,"Красноярский край"
"2907",272,"Кемеровская область"
"2908",273,NA
"2909",276,"Смоленская область"
"2910",277,NA
"2911",278,"Краснодарский край"
"2912",28,"Приморский край"
"2913",281,"Республика Коми"
"2914",282,NA
"2915",283,"Тамбовская область"
"2916",284,"Тамбовская область"
"2917",286,"Тверская область"
"2918",287,"Тверская область"
"2919",288,"Хабаровский край"
"2920",290,NA
"2921",291,"Самарская область"
"2922",292,"Томская область"
"2923",293,"Томская область"
"2924",294,"Томская область"
"2925",295,"Томская область"
"2926",296,"Томская область"
"2927",297,"Тульская область"
"2928",298,"Тульская область"
"2929",299,"Республика Тыва"
"2930",3,"Алтайский край"
"2931",30,"Владимирская область"
"2932",300,NA
"2933",301,"Тюменская область"
"2934",302,"Тюменская область"
"2935",303,"Удмуртская Республика"
"2936",304,"Ульяновская область"
"2937",305,"Ульяновская область"
"2938",306,"Ульяновская область"
"2939",308,"Свердловская область"
"2940",309,"Свердловская область"
"2941",310,"Свердловская область"
"2942",311,"Свердловская область"
"2943",312,"Свердловская область"
"2944",313,"Свердловская область"
"2945",315,"Свердловская область"
"2946",317,NA
"2947",318,"Республика Башкортостан"
"2948",319,"Республика Башкортостан"
"2949",320,"Республика Коми"
"2950",321,"Хабаровский край"
"2951",322,"Республика Хакасия"
"2952",323,"Челябинская область"
"2953",324,"Челябинская область"
"2954",325,"Вологодская область"
"2955",326,"Чеченская Республика"
"2956",327,"Чеченская Республика"
"2957",328,"Забайкальский край"
"2958",329,"Чувашская Республика"
"2959",33,NA
"2960",330,"Чувашская Республика"
"2961",331,"Курганская область"
"2962",333,"Ханты-Мансийский автономный округ"
"2963",334,"Ростовская область"
"2964",336,"Челябинская область"
"2965",337,"Ростовская область"
"2966",34,"Волгоградская область"
"2967",340,"Ярославская область"
"2968",341,"Ярославская область"
"2969",342,"Ярославская область"
"2970",35,"Волгоградская область"
"2971",36,"Волгоградская область"
"2972",38,NA
"2973",39,"Вологодская область"
"2974",4,"Алтайский край"
"2975",40,"Воронежская область"
"2976",41,"Воронежская область"
"2977",42,NA
"2978",43,"Воронежская область"
"2979",44,"Воронежская область"
"2980",45,"Воронежская область"
"2981",46,"Республика Бурятия"
"2982",48,"г.Санкт-Петербург"
"2983",49,NA
"2984",5,"Амурская область"
"2985",50,"Кировская область"
"2986",51,"Московская область"
"2987",52,"Удмуртская Республика"
"2988",53,"Республика Алтай"
"2989",54,NA
"2990",55,NA
"2991",5516,"Республика Крым"
"2992",5517,"Республика Крым"
"2993",5518,NA
"2994",5519,"Республика Крым"
"2995",5542,NA
"2996",555118,NA
"2997",5572,NA
"2998",56,NA
"2999",5616,"г.Москва"
"3000",5618,"г.Санкт-Петербург"
"3001",5625,"г.Санкт-Петербург"
"3002",5631,NA
"3003",5635,NA
"3004",5636,NA
"3005",5637,NA
"3006",5664,"г.Москва"
"3007",5675,NA
"3008",57,"г.Москва"
"3009",58,"г.Москва"
"3010",5802,"г.Москва"
"3011",59,"г.Москва"
"3012",5961,"Пензенская область"
"3013",6,"Хабаровский край"
"3014",60,"г.Москва"
"3015",61,"Чеченская Республика"
"3016",62,"Республика Дагестан"
"3017",63,"Республика Дагестан"
"3018",64,"Республика Дагестан"
"3019",66,"Еврейская автономная область"
"3020",666666786,NA
"3021",666667005,NA
"3022",67,NA
"3023",7,"Иркутская область"
"3024",70,"Ростовская область"
"3025",72,"Липецкая область"
"3026",76,"Ивановская область"
"3027",77,"Ивановская область"
"3028",78,"Ивановская область"
"3029",79,"Удмуртская Республика"
"3030",80,"Республика Ингушетия"
"3031",81,NA
"3032",82,"Иркутская область"
"3033",83,"Иркутская область"
"3034",84,NA
"3035",85,"Кабардино-Балкарская Республика"
"3036",86,"Республика Татарстан"
"3037",87,"Республика Татарстан"
"3038",88,"Республика Татарстан"
"3039",9,"Краснодарский край"
"3040",91,"Республика Татарстан"
"3041",92,"Республика Калмыкия"
"3042",93,"Калужская область"
"3043",95,"Камчатский край"
"3044",96,"Карачаево-Черкесская Республика"
"3045",97,"Карачаево-Черкесская Республика"
"3046",99,"Кемеровская область"
